Filename	CLSOx50_5
Instrument name	5500-0018 (192.168.1.3)
Operator	mp933
rundate	10/25/2022
Sample name	CLSOx50_5
proceduresegments	Select Gas: Gas 2 ; Mass Flow  25.00 mL/min; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 50.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 40.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight
min	°C	%	mg
4.112	57.18	94.0530	5.1056
4.120	57.27	94.0496	5.1054
4.128	57.35	94.0461	5.1052
4.137	57.43	94.0427	5.1050
4.145	57.52	94.0397	5.1048
4.153	57.60	94.0366	5.1047
4.162	57.68	94.0334	5.1045
4.170	57.77	94.0302	5.1043
4.178	57.85	94.0267	5.1041
4.187	57.93	94.0231	5.1039
4.195	58.02	94.0195	5.1038
4.203	58.10	94.0162	5.1036
4.212	58.19	94.0131	5.1034
4.220	58.27	94.0098	5.1032
4.228	58.35	94.0065	5.1031
4.237	58.44	94.0030	5.1029
4.245	58.52	93.9996	5.1027
4.253	58.60	93.9963	5.1025
4.262	58.69	93.9931	5.1023
4.270	58.77	93.9900	5.1022
4.278	58.85	93.9867	5.1020
4.287	58.94	93.9833	5.1018
4.295	59.02	93.9802	5.1016
4.303	59.10	93.9769	5.1014
4.312	59.19	93.9735	5.1013
4.320	59.27	93.9703	5.1011
4.328	59.36	93.9670	5.1009
4.337	59.44	93.9638	5.1007
4.345	59.52	93.9606	5.1006
4.353	59.61	93.9576	5.1004
4.362	59.69	93.9544	5.1002
4.370	59.77	93.9510	5.1000
4.378	59.86	93.9477	5.0999
4.387	59.94	93.9445	5.0997
4.395	60.02	93.9411	5.0995
4.403	60.11	93.9379	5.0993
4.412	60.19	93.9347	5.0992
4.420	60.27	93.9317	5.0990
4.428	60.36	93.9285	5.0988
4.437	60.44	93.9253	5.0986
4.445	60.52	93.9223	5.0985
4.453	60.61	93.9194	5.0983
4.462	60.69	93.9162	5.0981
